event_type,event_family,example_id,trajectory_id,matched_role,current_reasoning_step_idx,previous_action,current_action,previous_action_entropy_bits,current_action_entropy_bits,delta_action_entropy_bits,previous_action_confidence,current_action_confidence,delta_action_confidence
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,control,102,RIGHT,DOWN,1.5267144116500369,1.178216197389112,-0.34849821426092475,0.4813362658023834,0.6034233570098877,0.12208709120750427
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,control,103,DOWN,RIGHT,1.178216197389112,0.8606174665838675,-0.3175987308052446,0.6034233570098877,0.7413904666900635,0.13796710968017578
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,control,103,DOWN,RIGHT,1.178216197389112,0.8606174665838675,-0.3175987308052446,0.6034233570098877,0.7413904666900635,0.13796710968017578
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,control,106,RIGHT,DOWN,0.922325345370607,0.1814299708268205,-0.7408953745437865,0.6708367466926575,0.9726222157478333,0.3017854690551758
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,control,106,RIGHT,DOWN,0.922325345370607,0.1814299708268205,-0.7408953745437865,0.6708367466926575,0.9726222157478333,0.3017854690551758
commitment_onset,commitment_onset,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_010,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,control,106,,DOWN,0.922325345370607,0.1814299708268205,-0.7408953745437865,0.6708367466926575,0.9726222157478333,0.3017854690551758
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_011,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,failure,29,RIGHT,UP,0.11430125753321,1.0311899634874535,0.9168887059542435,0.9866008162498474,0.5421189069747925,-0.44448190927505493
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_011,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,failure,29,RIGHT,UP,0.11430125753321,1.0311899634874535,0.9168887059542435,0.9866008162498474,0.5421189069747925,-0.44448190927505493
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_011,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,failure,32,UP,RIGHT,0.9154355488774828,0.9813488512753764,0.06591330239789361,0.6712544560432434,0.5881551504135132,-0.08309930562973022
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_011,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,failure,32,UP,RIGHT,0.9154355488774828,0.9813488512753764,0.06591330239789361,0.6712544560432434,0.5881551504135132,-0.08309930562973022
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_011,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,failure,33,RIGHT,UP,0.9813488512753764,0.9248919682760228,-0.056456882999353586,0.5881551504135132,0.670616626739502,0.08246147632598877
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_011,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,failure,33,RIGHT,UP,0.9813488512753764,0.9248919682760228,-0.056456882999353586,0.5881551504135132,0.670616626739502,0.08246147632598877
commitment_onset,commitment_onset,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16_step_011,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_16,failure,33,,UP,0.9813488512753764,0.9248919682760228,-0.056456882999353586,0.5881551504135132,0.670616626739502,0.08246147632598877
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,1,RIGHT,LEFT,1.128161697957819,1.6311504664205845,0.5029887684627654,0.7048827409744263,0.4160038530826568,-0.28887888789176946
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,1,RIGHT,LEFT,1.128161697957819,1.6311504664205845,0.5029887684627654,0.7048827409744263,0.4160038530826568,-0.28887888789176946
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,2,LEFT,RIGHT,1.6311504664205845,1.7086306942604503,0.07748022783986586,0.4160038530826568,0.4231426417827606,0.007138788700103815
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,2,LEFT,RIGHT,1.6311504664205845,1.7086306942604503,0.07748022783986586,0.4160038530826568,0.4231426417827606,0.007138788700103815
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,9,RIGHT,LEFT,0.268903537233409,0.3451592865612321,0.07625574932782314,0.9656397104263306,0.9356874227523804,-0.029952287673950195
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,9,RIGHT,LEFT,0.268903537233409,0.3451592865612321,0.07625574932782314,0.9656397104263306,0.9356874227523804,-0.029952287673950195
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,14,LEFT,RIGHT,1.004580660166197,0.8231433802585356,-0.18143727990766145,0.4998224377632141,0.7446545362472534,0.2448320984840393
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,14,LEFT,RIGHT,1.004580660166197,0.8231433802585356,-0.18143727990766145,0.4998224377632141,0.7446545362472534,0.2448320984840393
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,17,RIGHT,LEFT,0.98558004223597,0.2378755997620678,-0.7477044424739021,0.5879414677619934,0.961248517036438,0.3733070492744446
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,17,RIGHT,LEFT,0.98558004223597,0.2378755997620678,-0.7477044424739021,0.5879414677619934,0.961248517036438,0.3733070492744446
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,32,LEFT,RIGHT,0.9796725579627532,0.2098105215851997,-0.7698620363775535,0.5882511138916016,0.9672839045524596,0.37903279066085804
transient_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,32,LEFT,RIGHT,0.9796725579627532,0.2098105215851997,-0.7698620363775535,0.5882511138916016,0.9672839045524596,0.37903279066085804
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,33,RIGHT,LEFT,0.2098105215851997,0.4361171358849505,0.2263066142997508,0.9672839045524596,0.910528004169464,-0.056755900382995605
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,33,RIGHT,LEFT,0.2098105215851997,0.4361171358849505,0.2263066142997508,0.9672839045524596,0.910528004169464,-0.056755900382995605
commitment_onset,commitment_onset,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19_step_002,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_19,control,33,,LEFT,0.2098105215851997,0.4361171358849505,0.2263066142997508,0.9672839045524596,0.910528004169464,-0.056755900382995605
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,1,RIGHT,UP,1.3123393862664685,0.9768164586469796,-0.3355229276194889,0.5106956362724304,0.7697016596794128,0.2590060234069824
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,1,RIGHT,UP,1.3123393862664685,0.9768164586469796,-0.3355229276194889,0.5106956362724304,0.7697016596794128,0.2590060234069824
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,2,UP,RIGHT,0.9768164586469796,1.1469949739925993,0.17017851534561967,0.7697016596794128,0.531998336315155,-0.2377033233642578
transient_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,2,UP,RIGHT,0.9768164586469796,1.1469949739925993,0.17017851534561967,0.7697016596794128,0.531998336315155,-0.2377033233642578
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,3,RIGHT,UP,1.1469949739925993,0.5116873995029972,-0.6353075744896021,0.531998336315155,0.9075108170509338,0.3755124807357788
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,3,RIGHT,UP,1.1469949739925993,0.5116873995029972,-0.6353075744896021,0.531998336315155,0.9075108170509338,0.3755124807357788
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,25,UP,LEFT,0.2594377208746467,0.8932712750426586,0.6338335541680118,0.962261199951172,0.7382698655128479,-0.22399133443832409
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,36,LEFT,UP,0.0154360615579266,1.0626174262021029,1.0471813646441763,0.9987261891365052,0.6205288171768188,-0.3781973719596864
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,38,UP,LEFT,1.0647578911542934,0.3137975412574839,-0.7509603498968096,0.4957255423069,0.9540467858314514,0.4583212435245514
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,41,LEFT,UP,1.0094932695015029,0.3470710124090608,-0.6624222570924421,0.6942713260650635,0.947599232196808,0.2533279061317445
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,46,UP,LEFT,0.9004967998950926,1.0996815129947328,0.19918471309964025,0.76051926612854,0.5767853260040283,-0.18373394012451172
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,47,LEFT,UP,1.0996815129947328,0.5697663390412522,-0.5299151739534806,0.5767853260040283,0.8852514028549194,0.3084660768508911
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,48,UP,LEFT,0.5697663390412522,1.088689104090443,0.5189227650491908,0.8852514028549194,0.5371728539466858,-0.34807854890823364
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,52,LEFT,UP,0.8021634450727727,1.0559494214780194,0.2537859764052467,0.7741303443908691,0.540198564529419,-0.2339317798614502
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,55,UP,LEFT,0.7678762063402581,1.0644901485314453,0.2966139421911872,0.8189496994018555,0.5394144058227539,-0.27953529357910156
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,56,LEFT,UP,1.0644901485314453,0.8789109624647026,-0.18557918606674273,0.5394144058227539,0.7646480202674866,0.22523361444473267
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,69,UP,LEFT,0.6484802105336873,0.6167616590843547,-0.031718551449332666,0.8636768460273743,0.8543489575386047,-0.009327888488769531
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,74,LEFT,UP,0.8811712380741183,0.709951540598299,-0.17121969747581933,0.817054271697998,0.8428576588630676,0.02580338716506958
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,75,UP,LEFT,0.709951540598299,0.2240503331796205,-0.4859012074186785,0.8428576588630676,0.9697432518005372,0.1268855929374696
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,84,LEFT,UP,0.4827088445058958,1.0158518832201855,0.5331430387142897,0.9056690335273744,0.625258207321167,-0.2804108262062074
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,86,UP,LEFT,0.847383534754945,0.8896340810538287,0.042250546298883696,0.7425991296768188,0.7381038069725037,-0.0044953227043151855
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,87,LEFT,UP,0.8896340810538287,0.6058343628069272,-0.28379971824690153,0.7381038069725037,0.8694801330566406,0.13137632608413696
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,90,UP,LEFT,0.0356367186977797,0.6734888044115251,0.6378520857137454,0.996569275856018,0.831058919429779,-0.1655103564262389
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,94,LEFT,UP,0.96635179423649,0.602432765293068,-0.363919028943422,0.6298086643218994,0.8557536602020264,0.22594499588012695
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,95,UP,LEFT,0.602432765293068,0.7264087763918919,0.12397601109882395,0.8557536602020264,0.8052778244018555,-0.0504758358001709
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,96,LEFT,UP,0.7264087763918919,0.1409649580515844,-0.5854438183403076,0.8052778244018555,0.981818914413452,0.17654109001159657
commitment_onset,commitment_onset,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20_step_008,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_20,control,96,,UP,0.7264087763918919,0.1409649580515844,-0.5854438183403076,0.8052778244018555,0.981818914413452,0.17654109001159657
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,10,RIGHT,UP,1.267250623978334,1.3261125692405376,0.05886194526220345,0.6552290320396423,0.6949001550674438,0.039671123027801514
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,10,RIGHT,UP,1.267250623978334,1.3261125692405376,0.05886194526220345,0.6552290320396423,0.6949001550674438,0.039671123027801514
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,17,UP,RIGHT,1.6013875960440371,1.491953520714487,-0.10943407532955018,0.4956751465797424,0.4824382364749908,-0.013236910104751587
transient_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,17,UP,RIGHT,1.6013875960440371,1.491953520714487,-0.10943407532955018,0.4956751465797424,0.4824382364749908,-0.013236910104751587
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,18,RIGHT,UP,1.491953520714487,1.5436308535849306,0.051677332870443626,0.4824382364749908,0.5402305126190186,0.057792276144027765
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,18,RIGHT,UP,1.491953520714487,1.5436308535849306,0.051677332870443626,0.4824382364749908,0.5402305126190186,0.057792276144027765
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,25,UP,RIGHT,1.6082618719325232,1.571669026592209,-0.03659284534031415,0.419350802898407,0.5520959496498108,0.1327451467514038
transient_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,25,UP,RIGHT,1.6082618719325232,1.571669026592209,-0.03659284534031415,0.419350802898407,0.5520959496498108,0.1327451467514038
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,26,RIGHT,UP,1.571669026592209,1.9221212024053933,0.3504521758131842,0.5520959496498108,0.3216308057308197,-0.2304651439189911
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,26,RIGHT,UP,1.571669026592209,1.9221212024053933,0.3504521758131842,0.5520959496498108,0.3216308057308197,-0.2304651439189911
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,60,UP,LEFT,1.461229056131229,0.6630973542317528,-0.7981317018994764,0.5220868587493896,0.8924169540405273,0.3703300952911377
transient_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,60,UP,LEFT,1.461229056131229,0.6630973542317528,-0.7981317018994764,0.5220868587493896,0.8924169540405273,0.3703300952911377
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,61,LEFT,UP,0.6630973542317528,0.0933746497214794,-0.5697227045102734,0.8924169540405273,0.9903134107589722,0.09789645671844482
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,61,LEFT,UP,0.6630973542317528,0.0933746497214794,-0.5697227045102734,0.8924169540405273,0.9903134107589722,0.09789645671844482
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,87,UP,LEFT,0.0637868987307471,0.2478971959093756,0.18411029717862848,0.993730902671814,0.9683522582054138,-0.025378644466400146
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,87,UP,LEFT,0.0637868987307471,0.2478971959093756,0.18411029717862848,0.993730902671814,0.9683522582054138,-0.025378644466400146
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,91,LEFT,UP,1.3612614311974325,0.6945978364300259,-0.6666635947674066,0.5060780644416809,0.866934597492218,0.3608565330505371
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,91,LEFT,UP,1.3612614311974325,0.6945978364300259,-0.6666635947674066,0.5060780644416809,0.866934597492218,0.3608565330505371
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,99,UP,LEFT,0.0148652232453873,0.2760447314928095,0.2611795082474222,0.9987945556640624,0.9613137245178224,-0.03748083114624001
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,99,UP,LEFT,0.0148652232453873,0.2760447314928095,0.2611795082474222,0.9987945556640624,0.9613137245178224,-0.03748083114624001
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,101,LEFT,DOWN,1.4165664280590609,1.1139469989284625,-0.30261942913059836,0.5705596208572388,0.7244836688041687,0.15392404794692993
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,113,DOWN,UP,1.081570437589036,0.3611484033158999,-0.7204220342731361,0.538318932056427,0.934257447719574,0.395938515663147
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,113,DOWN,UP,1.081570437589036,0.3611484033158999,-0.7204220342731361,0.538318932056427,0.934257447719574,0.395938515663147
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,114,UP,DOWN,0.3611484033158999,1.0501031211236591,0.6889547178077592,0.934257447719574,0.5830467343330383,-0.35121071338653564
transient_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,114,UP,DOWN,0.3611484033158999,1.0501031211236591,0.6889547178077592,0.934257447719574,0.5830467343330383,-0.35121071338653564
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,115,DOWN,UP,1.0501031211236591,0.5959011534522551,-0.45420196767140397,0.5830467343330383,0.8711264729499817,0.28807973861694336
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,115,DOWN,UP,1.0501031211236591,0.5959011534522551,-0.45420196767140397,0.5830467343330383,0.8711264729499817,0.28807973861694336
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,123,UP,DOWN,0.5521287235970881,0.5219445035827699,-0.030184220014318197,0.8758568167686462,0.9013838768005372,0.02552706003189098
sustained_optimal_to_suboptimal,optimal_to_suboptimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,123,UP,DOWN,0.5521287235970881,0.5219445035827699,-0.030184220014318197,0.8758568167686462,0.9013838768005372,0.02552706003189098
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,125,DOWN,UP,0.7485938361014162,1.0144278228966863,0.26583398679527015,0.8032900094985962,0.5434750318527222,-0.259814977645874
suboptimal_to_optimal,suboptimal_to_optimal,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,125,DOWN,UP,0.7485938361014162,1.0144278228966863,0.26583398679527015,0.8032900094985962,0.5434750318527222,-0.259814977645874
commitment_onset,commitment_onset,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21_step_009,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_21,control,125,,UP,0.7485938361014162,1.0144278228966863,0.26583398679527015,0.8032900094985962,0.5434750318527222,-0.259814977645874
action_change,action_change,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_23_step_006,together_ai_openai_gpt-oss-20b_rooms2_doorkey_keepdoor_23,control,6,RIGHT,UP,1.3396406458636387,1.4547232865257378,0.11508264066209906,0.6409308314323425,0.612810492515564,-0.028120338916778564
